分拣中心,日期,小时,货量
SC47,2023-12-21,8,2482.9436
SC47,2023-12-21,9,2482.9436
SC47,2023-12-21,10,2482.9436
SC47,2023-12-21,11,2482.9436
SC47,2023-12-21,12,2482.9436
SC47,2023-12-21,13,2482.9436
SC47,2023-12-21,14,2482.9436
SC47,2023-12-21,15,2482.9436
SC47,2023-12-21,16,2482.9436
SC47,2023-12-21,17,2482.9436
SC47,2023-12-21,18,2482.9436
SC47,2023-12-21,19,2482.9436
SC47,2023-12-21,20,2482.9436
SC47,2023-12-21,21,2482.9436
SC47,2023-12-21,22,2482.9436
SC47,2023-12-21,23,2482.9436
SC47,2023-12-22,0,2482.9436
SC47,2023-12-22,1,2482.9436
SC47,2023-12-22,2,2482.9436
SC47,2023-12-22,3,2482.9436
SC47,2023-12-22,4,2482.9436
SC47,2023-12-22,5,2482.9436
SC47,2023-12-22,6,2482.9436
SC47,2023-12-22,7,2482.9436
SC47,2023-12-22,8,2482.9436
SC47,2023-12-22,9,2482.9436
SC47,2023-12-22,10,2482.9436
SC47,2023-12-22,11,2482.9436
SC47,2023-12-22,12,2482.9436
SC47,2023-12-22,13,2482.9436
SC47,2023-12-22,14,2482.9436
SC47,2023-12-22,15,2482.9436
SC47,2023-12-22,16,2482.9436
SC47,2023-12-22,17,2482.9436
SC47,2023-12-22,18,2482.9436
SC47,2023-12-22,19,2482.9436
SC47,2023-12-22,20,2482.9436
SC47,2023-12-22,21,2482.9436
SC47,2023-12-22,22,2482.9436
SC47,2023-12-22,23,2482.9436
SC47,2023-12-23,0,2482.9436
SC47,2023-12-23,1,2482.9436
SC47,2023-12-23,2,2482.9436
SC47,2023-12-23,3,2482.9436
SC47,2023-12-23,4,2482.9436
SC47,2023-12-23,5,2482.9436
SC47,2023-12-23,6,2482.9436
SC47,2023-12-23,7,2482.9436
SC47,2023-12-23,8,2482.9436
SC47,2023-12-23,9,2482.9436
SC47,2023-12-23,10,2482.9436
SC47,2023-12-23,11,2482.9436
SC47,2023-12-23,12,2482.9436
SC47,2023-12-23,13,2482.9436
SC47,2023-12-23,14,2482.9436
SC47,2023-12-23,15,2482.9436
SC47,2023-12-23,16,2482.9436
SC47,2023-12-23,17,2482.9436
SC47,2023-12-23,18,2482.9436
SC47,2023-12-23,19,2482.9436
SC47,2023-12-23,20,2482.9436
SC47,2023-12-23,21,2482.9436
SC47,2023-12-23,22,2482.9436
SC47,2023-12-23,23,2482.9436
SC47,2023-12-24,0,2482.9436
SC47,2023-12-24,1,2482.9436
SC47,2023-12-24,2,2482.9436
SC47,2023-12-24,3,2482.9436
SC47,2023-12-24,4,2482.9436
SC47,2023-12-24,5,2482.9436
SC47,2023-12-24,6,2482.9436
SC47,2023-12-24,7,2482.9436
SC47,2023-12-24,8,2482.9436
SC47,2023-12-24,9,2482.9436
SC47,2023-12-24,10,2482.9436
SC47,2023-12-24,11,2482.9436
SC47,2023-12-24,12,2482.9436
SC47,2023-12-24,13,2482.9436
SC47,2023-12-24,14,2482.9436
SC47,2023-12-24,15,2482.9436
SC47,2023-12-24,16,2482.9436
SC47,2023-12-24,17,2482.9436
SC47,2023-12-24,18,2482.9436
SC47,2023-12-24,19,2482.9436
SC47,2023-12-24,20,2482.9436
SC47,2023-12-24,21,2482.9436
SC47,2023-12-24,22,2482.9436
SC47,2023-12-24,23,2482.9436
SC47,2023-12-25,0,2482.9436
SC47,2023-12-25,1,2482.9436
SC47,2023-12-25,2,2482.9436
SC47,2023-12-25,3,2482.9436
SC47,2023-12-25,4,2482.9436
SC47,2023-12-25,5,2482.9436
SC47,2023-12-25,6,2482.9436
SC47,2023-12-25,7,2482.9436
SC47,2023-12-25,8,2482.9436
SC47,2023-12-25,9,2482.9436
SC47,2023-12-25,10,2482.9436
SC47,2023-12-25,11,2482.9436
SC47,2023-12-25,12,2482.9436
SC47,2023-12-25,13,2482.9436
SC47,2023-12-25,14,2482.9436
SC47,2023-12-25,15,2482.9436
SC47,2023-12-25,16,2482.9436
SC47,2023-12-25,17,2482.9436
SC47,2023-12-25,18,2482.9436
SC47,2023-12-25,19,2482.9436
SC47,2023-12-25,20,2482.9436
SC47,2023-12-25,21,2482.9436
SC47,2023-12-25,22,2482.9436
SC47,2023-12-25,23,2482.9436
SC47,2023-12-26,0,2482.9436
SC47,2023-12-26,1,2482.9436
SC47,2023-12-26,2,2482.9436
SC47,2023-12-26,3,2482.9436
SC47,2023-12-26,4,2482.9436
SC47,2023-12-26,5,2482.9436
SC47,2023-12-26,6,2482.9436
SC47,2023-12-26,7,2482.9436
SC47,2023-12-26,8,2482.9436
SC47,2023-12-26,9,2482.9436
SC47,2023-12-26,10,2482.9436
SC47,2023-12-26,11,2482.9436
SC47,2023-12-26,12,2482.9436
SC47,2023-12-26,13,2482.9436
SC47,2023-12-26,14,2482.9436
SC47,2023-12-26,15,2482.9436
SC47,2023-12-26,16,2482.9436
SC47,2023-12-26,17,2482.9436
SC47,2023-12-26,18,2482.9436
SC47,2023-12-26,19,2482.9436
SC47,2023-12-26,20,2482.9436
SC47,2023-12-26,21,2482.9436
SC47,2023-12-26,22,2482.9436
SC47,2023-12-26,23,2482.9436
SC47,2023-12-27,0,2482.9436
SC47,2023-12-27,1,2482.9436
SC47,2023-12-27,2,2482.9436
SC47,2023-12-27,3,2482.9436
SC47,2023-12-27,4,2482.9436
SC47,2023-12-27,5,2482.9436
SC47,2023-12-27,6,2482.9436
SC47,2023-12-27,7,2482.9436
SC47,2023-12-27,8,2482.9436
SC47,2023-12-27,9,2482.9436
SC47,2023-12-27,10,2482.9436
SC47,2023-12-27,11,2482.9436
SC47,2023-12-27,12,2482.9436
SC47,2023-12-27,13,2482.9436
SC47,2023-12-27,14,2482.9436
SC47,2023-12-27,15,2482.9436
SC47,2023-12-27,16,2482.9436
SC47,2023-12-27,17,2482.9436
SC47,2023-12-27,18,2482.9436
SC47,2023-12-27,19,2482.9436
SC47,2023-12-27,20,2482.9436
SC47,2023-12-27,21,2482.9436
SC47,2023-12-27,22,2482.9436
SC47,2023-12-27,23,2482.9436
SC47,2023-12-28,0,2482.9436
SC47,2023-12-28,1,2482.9436
SC47,2023-12-28,2,2482.9436
SC47,2023-12-28,3,2482.9436
SC47,2023-12-28,4,2482.9436
SC47,2023-12-28,5,2482.9436
SC47,2023-12-28,6,2482.9436
SC47,2023-12-28,7,2482.9436
SC47,2023-12-28,8,2482.9436
SC47,2023-12-28,9,2482.9436
SC47,2023-12-28,10,2482.9436
SC47,2023-12-28,11,2482.9436
SC47,2023-12-28,12,2482.9436
SC47,2023-12-28,13,2482.9436
SC47,2023-12-28,14,2482.9436
SC47,2023-12-28,15,2482.9436
SC47,2023-12-28,16,2482.9436
SC47,2023-12-28,17,2482.9436
SC47,2023-12-28,18,2482.9436
SC47,2023-12-28,19,2482.9436
SC47,2023-12-28,20,2482.9436
SC47,2023-12-28,21,2482.9436
SC47,2023-12-28,22,2482.9436
SC47,2023-12-28,23,2482.9436
SC47,2023-12-29,0,2482.9436
SC47,2023-12-29,1,2482.9436
SC47,2023-12-29,2,2482.9436
SC47,2023-12-29,3,2482.9436
SC47,2023-12-29,4,2482.9436
SC47,2023-12-29,5,2482.9436
SC47,2023-12-29,6,2482.9436
SC47,2023-12-29,7,2482.9436
SC47,2023-12-29,8,2482.9436
SC47,2023-12-29,9,2482.9436
SC47,2023-12-29,10,2482.9436
SC47,2023-12-29,11,2482.9436
SC47,2023-12-29,12,2482.9436
SC47,2023-12-29,13,2482.9436
SC47,2023-12-29,14,2482.9436
SC47,2023-12-29,15,2482.9436
SC47,2023-12-29,16,2482.9436
SC47,2023-12-29,17,2482.9436
SC47,2023-12-29,18,2482.9436
SC47,2023-12-29,19,2482.9436
SC47,2023-12-29,20,2482.9436
SC47,2023-12-29,21,2482.9436
SC47,2023-12-29,22,2482.9436
SC47,2023-12-29,23,2482.9436
SC47,2023-12-30,0,2482.9436
SC47,2023-12-30,1,2482.9436
SC47,2023-12-30,2,2482.9436
SC47,2023-12-30,3,2482.9436
SC47,2023-12-30,4,2482.9436
SC47,2023-12-30,5,2482.9436
SC47,2023-12-30,6,2482.9436
SC47,2023-12-30,7,2482.9436
SC47,2023-12-30,8,2482.9436
SC47,2023-12-30,9,2482.9436
SC47,2023-12-30,10,2482.9436
SC47,2023-12-30,11,2482.9436
SC47,2023-12-30,12,2482.9436
SC47,2023-12-30,13,2482.9436
SC47,2023-12-30,14,2482.9436
SC47,2023-12-30,15,2482.9436
SC47,2023-12-30,16,2482.9436
SC47,2023-12-30,17,2482.9436
SC47,2023-12-30,18,2482.9436
SC47,2023-12-30,19,2482.9436
SC47,2023-12-30,20,2482.9436
SC47,2023-12-30,21,2482.9436
SC47,2023-12-30,22,2482.9436
SC47,2023-12-30,23,2482.9436
SC2,2023-12-01,0,472.8075
SC2,2023-12-01,1,434.9135
SC2,2023-12-01,2,423.21613
SC2,2023-12-01,3,422.51266
SC2,2023-12-01,4,424.85184
SC2,2023-12-01,5,426.60223
SC2,2023-12-01,6,427.16592
SC2,2023-12-01,7,427.08755
SC2,2023-12-01,8,426.88983
SC2,2023-12-01,9,426.77823
SC2,2023-12-01,10,426.75458
SC2,2023-12-01,11,426.76746
SC2,2023-12-01,12,426.78214
SC2,2023-12-01,13,426.78864
SC2,2023-12-01,14,426.78918
SC2,2023-12-01,15,426.78784
SC2,2023-12-01,16,426.78683
SC2,2023-12-01,17,426.78653
SC2,2023-12-01,18,426.78656
SC2,2023-12-01,19,426.78665
SC2,2023-12-01,20,426.7867
SC2,2023-12-01,21,426.78674
SC2,2023-12-01,22,426.78674
SC2,2023-12-01,23,426.7867
SC2,2023-12-02,0,426.7867
SC2,2023-12-02,1,426.7867
SC2,2023-12-02,2,426.78674
SC2,2023-12-02,3,426.78674
SC2,2023-12-02,4,426.7867
SC2,2023-12-02,5,426.7867
SC2,2023-12-02,6,426.7867
SC2,2023-12-02,7,426.78674
SC2,2023-12-02,8,426.78674
SC2,2023-12-02,9,426.7867
SC2,2023-12-02,10,426.7867
SC2,2023-12-02,11,426.7867
SC2,2023-12-02,12,426.78674
SC2,2023-12-02,13,426.78674
SC2,2023-12-02,14,426.7867
SC2,2023-12-02,15,426.7867
SC2,2023-12-02,16,426.7867
SC2,2023-12-02,17,426.78674
SC2,2023-12-02,18,426.78674
SC2,2023-12-02,19,426.7867
SC2,2023-12-02,20,426.7867
SC2,2023-12-02,21,426.7867
SC2,2023-12-02,22,426.78674
SC2,2023-12-02,23,426.78674
SC2,2023-12-03,0,426.7867
SC2,2023-12-03,1,426.7867
SC2,2023-12-03,2,426.7867
SC2,2023-12-03,3,426.78674
SC2,2023-12-03,4,426.78674
SC2,2023-12-03,5,426.7867
SC2,2023-12-03,6,426.7867
SC2,2023-12-03,7,426.7867
SC2,2023-12-03,8,426.78674
SC2,2023-12-03,9,426.78674
SC2,2023-12-03,10,426.7867
SC2,2023-12-03,11,426.7867
SC2,2023-12-03,12,426.7867
SC2,2023-12-03,13,426.78674
SC2,2023-12-03,14,426.78674
SC2,2023-12-03,15,426.7867
SC2,2023-12-03,16,426.7867
SC2,2023-12-03,17,426.7867
SC2,2023-12-03,18,426.78674
SC2,2023-12-03,19,426.78674
SC2,2023-12-03,20,426.7867
SC2,2023-12-03,21,426.7867
SC2,2023-12-03,22,426.7867
SC2,2023-12-03,23,426.78674
SC2,2023-12-04,0,426.78674
SC2,2023-12-04,1,426.7867
SC2,2023-12-04,2,426.7867
SC2,2023-12-04,3,426.7867
SC2,2023-12-04,4,426.78674
SC2,2023-12-04,5,426.78674
SC2,2023-12-04,6,426.7867
SC2,2023-12-04,7,426.7867
SC2,2023-12-04,8,426.7867
SC2,2023-12-04,9,426.78674
SC2,2023-12-04,10,426.78674
SC2,2023-12-04,11,426.7867
SC2,2023-12-04,12,426.7867
SC2,2023-12-04,13,426.7867
SC2,2023-12-04,14,426.78674
SC2,2023-12-04,15,426.78674
SC2,2023-12-04,16,426.7867
SC2,2023-12-04,17,426.7867
SC2,2023-12-04,18,426.7867
SC2,2023-12-04,19,426.78674
SC2,2023-12-04,20,426.78674
SC2,2023-12-04,21,426.7867
SC2,2023-12-04,22,426.7867
SC2,2023-12-04,23,426.7867
SC2,2023-12-05,0,426.78674
SC2,2023-12-05,1,426.78674
SC2,2023-12-05,2,426.7867
SC2,2023-12-05,3,426.7867
SC2,2023-12-05,4,426.7867
SC2,2023-12-05,5,426.78674
SC2,2023-12-05,6,426.78674
SC2,2023-12-05,7,426.7867
SC2,2023-12-05,8,426.7867
SC2,2023-12-05,9,426.7867
SC2,2023-12-05,10,426.78674
SC2,2023-12-05,11,426.78674
SC2,2023-12-05,12,426.7867
SC2,2023-12-05,13,426.7867
SC2,2023-12-05,14,426.7867
SC2,2023-12-05,15,426.78674
SC2,2023-12-05,16,426.78674
SC2,2023-12-05,17,426.7867
SC2,2023-12-05,18,426.7867
SC2,2023-12-05,19,426.7867
SC2,2023-12-05,20,426.78674
SC2,2023-12-05,21,426.78674
SC2,2023-12-05,22,426.7867
SC2,2023-12-05,23,426.7867
SC2,2023-12-06,0,426.7867
SC2,2023-12-06,1,426.78674
SC2,2023-12-06,2,426.78674
SC2,2023-12-06,3,426.7867
SC2,2023-12-06,4,426.7867
SC2,2023-12-06,5,426.7867
SC2,2023-12-06,6,426.78674
SC2,2023-12-06,7,426.78674
SC2,2023-12-06,8,426.7867
SC2,2023-12-06,9,426.7867
SC2,2023-12-06,10,426.7867
SC2,2023-12-06,11,426.78674
SC2,2023-12-06,12,426.78674
SC2,2023-12-06,13,426.7867
SC2,2023-12-06,14,426.7867
SC2,2023-12-06,15,426.7867
SC2,2023-12-06,16,426.78674
SC2,2023-12-06,17,426.78674
SC2,2023-12-06,18,426.7867
SC2,2023-12-06,19,426.7867
SC2,2023-12-06,20,426.7867
SC2,2023-12-06,21,426.78674
SC2,2023-12-06,22,426.78674
SC2,2023-12-06,23,426.7867
SC2,2023-12-07,0,426.7867
SC2,2023-12-07,1,426.7867
SC2,2023-12-07,2,426.78674
SC2,2023-12-07,3,426.78674
SC2,2023-12-07,4,426.7867
SC2,2023-12-07,5,426.7867
SC2,2023-12-07,6,426.7867
SC2,2023-12-07,7,426.78674
SC2,2023-12-07,8,426.78674
SC2,2023-12-07,9,426.7867
SC2,2023-12-07,10,426.7867
SC2,2023-12-07,11,426.7867
SC2,2023-12-07,12,426.78674
SC2,2023-12-07,13,426.78674
SC2,2023-12-07,14,426.7867
SC2,2023-12-07,15,426.7867
SC2,2023-12-07,16,426.7867
SC2,2023-12-07,17,426.78674
SC2,2023-12-07,18,426.78674
SC2,2023-12-07,19,426.7867
SC2,2023-12-07,20,426.7867
SC2,2023-12-07,21,426.7867
SC2,2023-12-07,22,426.78674
SC2,2023-12-07,23,426.78674
SC2,2023-12-08,0,426.7867
SC2,2023-12-08,1,426.7867
SC2,2023-12-08,2,426.7867
SC2,2023-12-08,3,426.78674
SC2,2023-12-08,4,426.78674
SC2,2023-12-08,5,426.7867
SC2,2023-12-08,6,426.7867
SC2,2023-12-08,7,426.7867
SC2,2023-12-08,8,426.78674
SC2,2023-12-08,9,426.78674
SC2,2023-12-08,10,426.7867
SC2,2023-12-08,11,426.7867
SC2,2023-12-08,12,426.7867
SC2,2023-12-08,13,426.78674
SC2,2023-12-08,14,426.78674
SC2,2023-12-08,15,426.7867
SC2,2023-12-08,16,426.7867
SC2,2023-12-08,17,426.7867
SC2,2023-12-08,18,426.78674
SC2,2023-12-08,19,426.78674
SC2,2023-12-08,20,426.7867
SC2,2023-12-08,21,426.7867
SC2,2023-12-08,22,426.7867
SC2,2023-12-08,23,426.78674
SC2,2023-12-09,0,426.78674
SC2,2023-12-09,1,426.7867
SC2,2023-12-09,2,426.7867
SC2,2023-12-09,3,426.7867
SC2,2023-12-09,4,426.78674
SC2,2023-12-09,5,426.78674
SC2,2023-12-09,6,426.7867
SC2,2023-12-09,7,426.7867
SC2,2023-12-09,8,426.7867
SC2,2023-12-09,9,426.78674
SC2,2023-12-09,10,426.78674
SC2,2023-12-09,11,426.7867
SC2,2023-12-09,12,426.7867
SC2,2023-12-09,13,426.7867
SC2,2023-12-09,14,426.78674
SC2,2023-12-09,15,426.78674
SC2,2023-12-09,16,426.7867
SC2,2023-12-09,17,426.7867
SC2,2023-12-09,18,426.7867
SC2,2023-12-09,19,426.78674
SC2,2023-12-09,20,426.78674
SC2,2023-12-09,21,426.7867
SC2,2023-12-09,22,426.7867
SC2,2023-12-09,23,426.7867
SC2,2023-12-10,0,426.78674
SC2,2023-12-10,1,426.78674
SC2,2023-12-10,2,426.7867
SC2,2023-12-10,3,426.7867
SC2,2023-12-10,4,426.7867
SC2,2023-12-10,5,426.78674
SC2,2023-12-10,6,426.78674
SC2,2023-12-10,7,426.7867
SC2,2023-12-10,8,426.7867
SC2,2023-12-10,9,426.7867
SC2,2023-12-10,10,426.78674
SC2,2023-12-10,11,426.78674
SC2,2023-12-10,12,426.7867
SC2,2023-12-10,13,426.7867
SC2,2023-12-10,14,426.7867
SC2,2023-12-10,15,426.78674
SC2,2023-12-10,16,426.78674
SC2,2023-12-10,17,426.7867
SC2,2023-12-10,18,426.7867
SC2,2023-12-10,19,426.7867
SC2,2023-12-10,20,426.78674
SC2,2023-12-10,21,426.78674
SC2,2023-12-10,22,426.7867
SC2,2023-12-10,23,426.7867
SC2,2023-12-11,0,426.7867
SC2,2023-12-11,1,426.78674
SC2,2023-12-11,2,426.78674
SC2,2023-12-11,3,426.7867
SC2,2023-12-11,4,426.7867
SC2,2023-12-11,5,426.7867
SC2,2023-12-11,6,426.78674
SC2,2023-12-11,7,426.78674
SC2,2023-12-11,8,426.7867
SC2,2023-12-11,9,426.7867
SC2,2023-12-11,10,426.7867
SC2,2023-12-11,11,426.78674
SC2,2023-12-11,12,426.78674
SC2,2023-12-11,13,426.7867
SC2,2023-12-11,14,426.7867
SC2,2023-12-11,15,426.7867
SC2,2023-12-11,16,426.78674
SC2,2023-12-11,17,426.78674
SC2,2023-12-11,18,426.7867
SC2,2023-12-11,19,426.7867
SC2,2023-12-11,20,426.7867
SC2,2023-12-11,21,426.78674
SC2,2023-12-11,22,426.78674
SC2,2023-12-11,23,426.7867
SC2,2023-12-12,0,426.7867
SC2,2023-12-12,1,426.7867
SC2,2023-12-12,2,426.78674
SC2,2023-12-12,3,426.78674
SC2,2023-12-12,4,426.7867
SC2,2023-12-12,5,426.7867
SC2,2023-12-12,6,426.7867
SC2,2023-12-12,7,426.78674
SC2,2023-12-12,8,426.78674
SC2,2023-12-12,9,426.7867
SC2,2023-12-12,10,426.7867
SC2,2023-12-12,11,426.7867
SC2,2023-12-12,12,426.78674
SC2,2023-12-12,13,426.78674
SC2,2023-12-12,14,426.7867
SC2,2023-12-12,15,426.7867
SC2,2023-12-12,16,426.7867
SC2,2023-12-12,17,426.78674
SC2,2023-12-12,18,426.78674
SC2,2023-12-12,19,426.7867
SC2,2023-12-12,20,426.7867
SC2,2023-12-12,21,426.7867
SC2,2023-12-12,22,426.78674
SC2,2023-12-12,23,426.78674
SC2,2023-12-13,0,426.7867
SC2,2023-12-13,1,426.7867
SC2,2023-12-13,2,426.7867
SC2,2023-12-13,3,426.78674
SC2,2023-12-13,4,426.78674
SC2,2023-12-13,5,426.7867
SC2,2023-12-13,6,426.7867
SC2,2023-12-13,7,426.7867
SC2,2023-12-13,8,426.78674
SC2,2023-12-13,9,426.78674
SC2,2023-12-13,10,426.7867
SC2,2023-12-13,11,426.7867
SC2,2023-12-13,12,426.7867
SC2,2023-12-13,13,426.78674
SC2,2023-12-13,14,426.78674
SC2,2023-12-13,15,426.7867
SC2,2023-12-13,16,426.7867
SC2,2023-12-13,17,426.7867
SC2,2023-12-13,18,426.78674
SC2,2023-12-13,19,426.78674
SC2,2023-12-13,20,426.7867
SC2,2023-12-13,21,426.7867
SC2,2023-12-13,22,426.7867
SC2,2023-12-13,23,426.78674
SC2,2023-12-14,0,426.78674
SC2,2023-12-14,1,426.7867
SC2,2023-12-14,2,426.7867
SC2,2023-12-14,3,426.7867
SC2,2023-12-14,4,426.78674
SC2,2023-12-14,5,426.78674
SC2,2023-12-14,6,426.7867
SC2,2023-12-14,7,426.7867
SC2,2023-12-14,8,426.7867
SC2,2023-12-14,9,426.78674
SC2,2023-12-14,10,426.78674
SC2,2023-12-14,11,426.7867
SC2,2023-12-14,12,426.7867
SC2,2023-12-14,13,426.7867
SC2,2023-12-14,14,426.78674
SC2,2023-12-14,15,426.78674
SC2,2023-12-14,16,426.7867
SC2,2023-12-14,17,426.7867
SC2,2023-12-14,18,426.7867
SC2,2023-12-14,19,426.78674
SC2,2023-12-14,20,426.78674
SC2,2023-12-14,21,426.7867
SC2,2023-12-14,22,426.7867
SC2,2023-12-14,23,426.7867
SC2,2023-12-15,0,426.78674
SC2,2023-12-15,1,426.78674
SC2,2023-12-15,2,426.7867
SC2,2023-12-15,3,426.7867
SC2,2023-12-15,4,426.7867
SC2,2023-12-15,5,426.78674
SC2,2023-12-15,6,426.78674
SC2,2023-12-15,7,426.7867
SC2,2023-12-15,8,426.7867
SC2,2023-12-15,9,426.7867
SC2,2023-12-15,10,426.78674
SC2,2023-12-15,11,426.78674
SC2,2023-12-15,12,426.7867
SC2,2023-12-15,13,426.7867
SC2,2023-12-15,14,426.7867
SC2,2023-12-15,15,426.78674
SC2,2023-12-15,16,426.78674
SC2,2023-12-15,17,426.7867
SC2,2023-12-15,18,426.7867
SC2,2023-12-15,19,426.7867
SC2,2023-12-15,20,426.78674
SC2,2023-12-15,21,426.78674
SC2,2023-12-15,22,426.7867
SC2,2023-12-15,23,426.7867
SC2,2023-12-16,0,426.7867
SC2,2023-12-16,1,426.78674
SC2,2023-12-16,2,426.78674
SC2,2023-12-16,3,426.7867
SC2,2023-12-16,4,426.7867
SC2,2023-12-16,5,426.7867
SC2,2023-12-16,6,426.78674
SC2,2023-12-16,7,426.78674
SC2,2023-12-16,8,426.7867
SC2,2023-12-16,9,426.7867
SC2,2023-12-16,10,426.7867
SC2,2023-12-16,11,426.78674
SC2,2023-12-16,12,426.78674
SC2,2023-12-16,13,426.7867
SC2,2023-12-16,14,426.7867
SC2,2023-12-16,15,426.7867
SC2,2023-12-16,16,426.78674
SC2,2023-12-16,17,426.78674
SC2,2023-12-16,18,426.7867
SC2,2023-12-16,19,426.7867
SC2,2023-12-16,20,426.7867
SC2,2023-12-16,21,426.78674
SC2,2023-12-16,22,426.78674
SC2,2023-12-16,23,426.7867
SC2,2023-12-17,0,426.7867
SC2,2023-12-17,1,426.7867
SC2,2023-12-17,2,426.78674
SC2,2023-12-17,3,426.78674
SC2,2023-12-17,4,426.7867
SC2,2023-12-17,5,426.7867
SC2,2023-12-17,6,426.7867
SC2,2023-12-17,7,426.78674
SC2,2023-12-17,8,426.78674
SC2,2023-12-17,9,426.7867
SC2,2023-12-17,10,426.7867
SC2,2023-12-17,11,426.7867
SC2,2023-12-17,12,426.78674
SC2,2023-12-17,13,426.78674
SC2,2023-12-17,14,426.7867
SC2,2023-12-17,15,426.7867
SC2,2023-12-17,16,426.7867
SC2,2023-12-17,17,426.78674
SC2,2023-12-17,18,426.78674
SC2,2023-12-17,19,426.7867
SC2,2023-12-17,20,426.7867
SC2,2023-12-17,21,426.7867
SC2,2023-12-17,22,426.78674
SC2,2023-12-17,23,426.78674
SC2,2023-12-18,0,426.7867
SC2,2023-12-18,1,426.7867
SC2,2023-12-18,2,426.7867
SC2,2023-12-18,3,426.78674
SC2,2023-12-18,4,426.78674
SC2,2023-12-18,5,426.7867
SC2,2023-12-18,6,426.7867
SC2,2023-12-18,7,426.7867
SC2,2023-12-18,8,426.78674
SC2,2023-12-18,9,426.78674
SC2,2023-12-18,10,426.7867
SC2,2023-12-18,11,426.7867
SC2,2023-12-18,12,426.7867
SC2,2023-12-18,13,426.78674
SC2,2023-12-18,14,426.78674
SC2,2023-12-18,15,426.7867
SC2,2023-12-18,16,426.7867
SC2,2023-12-18,17,426.7867
SC2,2023-12-18,18,426.78674
SC2,2023-12-18,19,426.78674
SC2,2023-12-18,20,426.7867
SC2,2023-12-18,21,426.7867
SC2,2023-12-18,22,426.7867
SC2,2023-12-18,23,426.78674
SC2,2023-12-19,0,426.78674
SC2,2023-12-19,1,426.7867
SC2,2023-12-19,2,426.7867
SC2,2023-12-19,3,426.7867
SC2,2023-12-19,4,426.78674
SC2,2023-12-19,5,426.78674
SC2,2023-12-19,6,426.7867
SC2,2023-12-19,7,426.7867
SC2,2023-12-19,8,426.7867
SC2,2023-12-19,9,426.78674
SC2,2023-12-19,10,426.78674
SC2,2023-12-19,11,426.7867
SC2,2023-12-19,12,426.7867
SC2,2023-12-19,13,426.7867
SC2,2023-12-19,14,426.78674
SC2,2023-12-19,15,426.78674
SC2,2023-12-19,16,426.7867
SC2,2023-12-19,17,426.7867
SC2,2023-12-19,18,426.7867
SC2,2023-12-19,19,426.78674
SC2,2023-12-19,20,426.78674
SC2,2023-12-19,21,426.7867
SC2,2023-12-19,22,426.7867
SC2,2023-12-19,23,426.7867
SC2,2023-12-20,0,426.78674
SC2,2023-12-20,1,426.78674
SC2,2023-12-20,2,426.7867
SC2,2023-12-20,3,426.7867
SC2,2023-12-20,4,426.7867
SC2,2023-12-20,5,426.78674
SC2,2023-12-20,6,426.78674
SC2,2023-12-20,7,426.7867
SC2,2023-12-20,8,426.7867
SC2,2023-12-20,9,426.7867
SC2,2023-12-20,10,426.78674
SC2,2023-12-20,11,426.78674
SC2,2023-12-20,12,426.7867
SC2,2023-12-20,13,426.7867
SC2,2023-12-20,14,426.7867
SC2,2023-12-20,15,426.78674
SC2,2023-12-20,16,426.78674
SC2,2023-12-20,17,426.7867
SC2,2023-12-20,18,426.7867
SC2,2023-12-20,19,426.7867
SC2,2023-12-20,20,426.78674
SC2,2023-12-20,21,426.78674
SC2,2023-12-20,22,426.7867
SC2,2023-12-20,23,426.7867
SC2,2023-12-21,0,426.7867
SC2,2023-12-21,1,426.78674
SC2,2023-12-21,2,426.78674
SC2,2023-12-21,3,426.7867
SC2,2023-12-21,4,426.7867
SC2,2023-12-21,5,426.7867
SC2,2023-12-21,6,426.78674
SC2,2023-12-21,7,426.78674
SC2,2023-12-21,8,426.7867
SC2,2023-12-21,9,426.7867
SC2,2023-12-21,10,426.7867
SC2,2023-12-21,11,426.78674
SC2,2023-12-21,12,426.78674
SC2,2023-12-21,13,426.7867
SC2,2023-12-21,14,426.7867
SC2,2023-12-21,15,426.7867
SC2,2023-12-21,16,426.78674
SC2,2023-12-21,17,426.78674
SC2,2023-12-21,18,426.7867
SC2,2023-12-21,19,426.7867
SC2,2023-12-21,20,426.7867
SC2,2023-12-21,21,426.78674
SC2,2023-12-21,22,426.78674
SC2,2023-12-21,23,426.7867
SC2,2023-12-22,0,426.7867
SC2,2023-12-22,1,426.7867
SC2,2023-12-22,2,426.78674
SC2,2023-12-22,3,426.78674
SC2,2023-12-22,4,426.7867
SC2,2023-12-22,5,426.7867
SC2,2023-12-22,6,426.7867
SC2,2023-12-22,7,426.78674
SC2,2023-12-22,8,426.78674
SC2,2023-12-22,9,426.7867
SC2,2023-12-22,10,426.7867
SC2,2023-12-22,11,426.7867
SC2,2023-12-22,12,426.78674
SC2,2023-12-22,13,426.78674
SC2,2023-12-22,14,426.7867
SC2,2023-12-22,15,426.7867
SC2,2023-12-22,16,426.7867
SC2,2023-12-22,17,426.78674
SC2,2023-12-22,18,426.78674
SC2,2023-12-22,19,426.7867
SC2,2023-12-22,20,426.7867
SC2,2023-12-22,21,426.7867
SC2,2023-12-22,22,426.78674
SC2,2023-12-22,23,426.78674
SC2,2023-12-23,0,426.7867
SC2,2023-12-23,1,426.7867
SC2,2023-12-23,2,426.7867
SC2,2023-12-23,3,426.78674
